Project Identifier,Institution Identifier,,,,,,,,,,Project Descriptors,,,Project Funding,,,,Project Type,,,,,,,,,,,,,,Project Members,,,,,,,,,,,,,,Sectoral Reach,,,,,,,,,,,,,,,Curricular Elements,,,,,,,,,,Project Materials,,,,,,,,
Project Code,Instition Code,Project Lead,Project Lead Title,Contact Person,Contact Email,Contact Number,School / University,Country,District,Region,Project Start,Project end,Project status,Total Budget,Internal Funding,External Funding Source,,Poverty Alleviation,Medical Mission,Alternative Learning,Skills Upgrade,Social Entrepreneurship,Home/Upgrade,Water,Electricity,School Improvement,Equipment,Infrastructure,Communication,Wellness,Others,Brothers / Aspirants,Researchers,Professionals,Teachers/Professors,Support Staff,School leaders,Kindergarten,Grade School ,High School,College,Post-Graduate,Alumni,Parents,Volunteers,Poor,Urban Poor,Out-of-School Youth,Indigenous People,Women,Children,Orphans,Senior Citizens,LGBTQIA+,Mentally Ill,Prisoners,Broken Homes,Unemployed,PWD,Others,Service Learning ,CBL,Reach-In,Reach-Out,Co-Curricular (basic ed),Class Project (tertiary),BS/AB thesis/capstone,MA/MS thesis,PhD thesis,Research Project,Description,Pictures,Videos,Website (optional),Collaborator 1,Collaborator 2,Collaborator 3,Collaborator 4,Collaborator 5
890,DLSU-M,Juan de la Cruz,Principal,Rita Sage,jr.123@trxf.tlo.jk,-2176,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,on-going,15,10,-NA-,100,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
891,DLSU-B,Johnny Cross,Rector,Rita Sage,abc@delsalle.edu.pt,-2176,La Salle Bacolod,France,Europe,Europe,2021,2023,completed,15,10,UNICEF,100,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
892,DLSU-B,Juan de la Cruz,Principal,Henry Dustino,"sayon@dlsumanila.com,org",-2185,La Salle Bacolod,France,Europe,Europe,2021,2023,abandoned,15,10,World Bank,100,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
893,DLSU-B,Juan de la Cruz,Professor,George Davis,"sayon@dlsumanila.com,org",-1964,La Salle Bacolod,France,Europe,Europe,2021,2023,abandoned,15,10,UNICEF,100,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
894,DLSU-M,Juan de la Cruz,Principal,George Davis,abc@delsalle.edu.pt,-1964,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,on-going,15,10,UNICEF,100,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
895,DLSU-B,Juan de la Cruz,Rector,Rita Sage,jr.123@trxf.tlo.jk,-2176,La Salle Bacolod,France,Europe,Europe,2021,2023,abandoned,15,10,World Bank,100,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
896,DLSU-M,James Creuz,Rector,George Davis,jr.123@trxf.tlo.jk,-1964,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,on-going,15,10,World Bank,100,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
897,DLSU-B,James Creuz,Professor,Rita Sage,abc@delsalle.edu.pt,-2176,La Salle Bacolod,France,Europe,Europe,2021,2023,abandoned,15,10,-NA-,100,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
898,DLSU-M,Juan de la Cruz,Principal,Henry Dustino,"sayon@dlsumanila.com,org",-2185,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,completed,15,10,UNICEF,100,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
899,DLSU-M,James Creuz,Rector,George Davis,"sayon@dlsumanila.com,org",-1964,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,completed,15,10,UNICEF,100,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
900,DLSU-M,Juan de la Cruz,Principal,Rita Sage,jr.123@trxf.tlo.jk,-2176,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,on-going,15,10,UNICEF,100,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
901,DLSU-M,Juan de la Cruz,Rector,George Davis,jr.123@trxf.tlo.jk,-1964,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,completed,15,10,-NA-,100,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
902,DLSU-Z,Johnny Cross,Principal,Henry Dustino,abc@delsalle.edu.pt,-2185,La Salle Zobel,Mexico,Mexico,Latin America,2021,2023,on-going,15,10,-NA-,100,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
903,DLSU-B,Juan de la Cruz,Professor,Rita Sage,abc@delsalle.edu.pt,-2176,La Salle Bacolod,France,Europe,Europe,2021,2023,abandoned,15,10,UNICEF,100,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
904,DLSU-B,James Creuz,Principal,Rita Sage,abc@delsalle.edu.pt,-2176,La Salle Bacolod,France,Europe,Europe,2021,2023,on-going,15,10,UNICEF,100,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
905,DLSU-M,Juan de la Cruz,Rector,George Davis,abc@delsalle.edu.pt,-1964,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,on-going,15,10,World Bank,100,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
906,DLSU-M,James Creuz,Principal,Rita Sage,abc@delsalle.edu.pt,-2176,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,completed,15,10,UNICEF,100,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
907,DLSU-Z,Johnny Cross,Professor,Henry Dustino,"sayon@dlsumanila.com,org",-2185,La Salle Zobel,Mexico,Mexico,Latin America,2021,2023,completed,15,10,-NA-,100,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
908,DLSU-Z,Juan de la Cruz,Rector,George Davis,abc@delsalle.edu.pt,-1964,La Salle Zobel,Mexico,Mexico,Latin America,2021,2023,completed,15,10,World Bank,100,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
909,DLSU-Z,Juan de la Cruz,Rector,Henry Dustino,"sayon@dlsumanila.com,org",-2185,La Salle Zobel,Mexico,Mexico,Latin America,2021,2023,completed,15,10,UNICEF,100,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
910,DLSU-B,Juan de la Cruz,Rector,Rita Sage,jr.123@trxf.tlo.jk,-2176,La Salle Bacolod,France,Europe,Europe,2021,2023,on-going,15,10,World Bank,100,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
911,DLSU-B,Juan de la Cruz,Principal,Rita Sage,abc@delsalle.edu.pt,-2176,La Salle Bacolod,France,Europe,Europe,2021,2023,abandoned,15,10,World Bank,100,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
912,DLSU-M,Johnny Cross,Rector,Rita Sage,jr.123@trxf.tlo.jk,-2176,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,completed,15,10,-NA-,100,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
913,DLSU-M,Johnny Cross,Professor,Rita Sage,abc@delsalle.edu.pt,-2176,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,completed,15,10,-NA-,100,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
914,DLSU-Z,James Creuz,Professor,George Davis,abc@delsalle.edu.pt,-1964,La Salle Zobel,Mexico,Mexico,Latin America,2021,2023,abandoned,15,10,UNICEF,100,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
915,DLSU-M,Juan de la Cruz,Principal,Henry Dustino,jr.123@trxf.tlo.jk,-2185,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,abandoned,15,10,UNICEF,100,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
916,DLSU-M,Johnny Cross,Rector,George Davis,"sayon@dlsumanila.com,org",-1964,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,completed,15,10,-NA-,100,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
917,DLSU-M,Johnny Cross,Principal,Rita Sage,abc@delsalle.edu.pt,-2176,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,on-going,15,10,UNICEF,100,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
918,DLSU-M,James Creuz,Rector,Rita Sage,abc@delsalle.edu.pt,-2176,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,abandoned,15,10,UNICEF,100,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
919,DLSU-M,Johnny Cross,Professor,Henry Dustino,abc@delsalle.edu.pt,-2185,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,on-going,15,10,-NA-,100,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
920,DLSU-M,Juan de la Cruz,Rector,Henry Dustino,jr.123@trxf.tlo.jk,-2185,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,completed,15,10,UNICEF,100,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
921,DLSU-B,Juan de la Cruz,Rector,George Davis,jr.123@trxf.tlo.jk,-1964,La Salle Bacolod,France,Europe,Europe,2021,2023,completed,15,10,World Bank,100,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
922,DLSU-Z,Juan de la Cruz,Rector,George Davis,jr.123@trxf.tlo.jk,-1964,La Salle Zobel,Mexico,Mexico,Latin America,2021,2023,abandoned,15,10,World Bank,100,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
923,DLSU-B,Juan de la Cruz,Professor,Rita Sage,abc@delsalle.edu.pt,-2176,La Salle Bacolod,France,Europe,Europe,2021,2023,on-going,15,10,-NA-,100,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
924,DLSU-B,Johnny Cross,Rector,Rita Sage,jr.123@trxf.tlo.jk,-2176,La Salle Bacolod,France,Europe,Europe,2021,2023,abandoned,15,10,UNICEF,100,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
925,DLSU-M,Johnny Cross,Rector,Rita Sage,abc@delsalle.edu.pt,-2176,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,completed,15,10,-NA-,100,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
